x,y,recv_pwr0,recv_pwr1,recv_pwr2
0.5,0.5,-7.34695,-52.5111,-371.026
0.5,1.5,-14.3367,-52.4579,-371.049
0.5,2.5,-18.4864,-52.4046,-371.093
0.5,3.5,-21.3264,-52.3511,-371.161
0.5,4.5,-23.4748,-52.2975,-371.25
0.5,5.5,-25.2002,-52.2439,-295.11
0.5,6.5,-26.6411,-52.1901,-345.161
0.5,7.5,-27.8777,-52.1362,-314.867
0.5,8.5,-28.9606,-52.0823,-315.038
0.5,9.5,-29.9237,-52.0282,-315.231
0.5,10.5,-30.7909,-51.9741,-315.445
0.5,11.5,-31.5794,-51.9199,-315.68
0.5,12.5,-32.3024,-51.8656,-315.937
0.5,13.5,-32.9699,-51.8112,-316.214
0.5,14.5,-33.5898,-51.7568,-299.924
0.5,15.5,-34.1684,-51.7024,-256.137
0.5,16.5,-34.7109,-51.6479,-217.466
0.5,17.5,-35.2216,-51.5933,-183.062
0.5,18.5,-35.7039,-51.5387,-152.245
0.5,19.5,-36.1608,-51.4841,-124.469
0.5,20.5,-36.5949,-51.4295,-50.5776
0.5,21.5,-37.0084,-51.3749,-50.5949
0.5,22.5,-37.403,-51.3203,-50.613
0.5,23.5,-37.7806,-51.2656,-50.6318
0.5,24.5,-38.1424,-51.211,-50.6513
0.5,25.5,-38.4897,-51.1565,-50.6715
0.5,26.5,-38.8237,-51.1019,-50.6925
0.5,27.5,-39.1453,-51.0475,-50.7141
0.5,28.5,-39.4555,-50.993,-50.7365
0.5,29.5,-39.7549,-50.9387,-50.7595
0.5,30.5,-40.0444,-50.8844,-50.7832
0.5,31.5,-40.3246,-50.8302,-50.8075
0.5,32.5,-40.5959,-50.7761,-50.8325
0.5,33.5,-40.8591,-50.7221,-50.8581
0.5,34.5,-41.1145,-50.6683,-50.8844
0.5,35.5,-41.3627,-50.6146,-50.9112
0.5,36.5,-41.6039,-50.5611,-50.9387
0.5,37.5,-41.8386,-50.5077,-50.9667
0.5,38.5,-42.0672,-50.4545,-50.9953
0.5,39.5,-42.2899,-119.671,-51.0244
0.5,40.5,-42.507,-127.736,-51.0541
0.5,41.5,-42.7188,-135.972,-51.0843
0.5,42.5,-42.9256,-144.388,-51.1151
0.5,43.5,-43.1276,-152.997,-51.1463
0.5,44.5,-43.325,-161.808,-51.1781
0.5,45.5,-43.518,-170.836,-51.2103
0.5,46.5,-43.7068,-180.093,-51.243
0.5,47.5,-43.8916,-189.594,-51.2762
0.5,48.5,-44.0725,-199.354,-51.3098
0.5,49.5,-44.2498,-207.799,-51.3439
0.5,50.5,-44.4235,-208.893,-51.3783
0.5,51.5,-44.5938,-210.031,-51.4132
0.5,52.5,-44.7608,-211.214,-51.4485
0.5,53.5,-44.9247,-212.446,-51.4841
0.5,54.5,-45.0855,-213.726,-51.5202
0.5,55.5,-45.2435,-215.055,-51.5566
0.5,56.5,-45.3986,-216.436,-51.5933
0.5,57.5,-45.5509,-217.866,-51.6304
0.5,58.5,-45.7007,-219.346,-51.6678
0.5,59.5,-45.8479,-220.872,-51.7056
0.5,60.5,-45.9927,-222.439,-51.7436
0.5,61.5,-46.135,-224.039,-51.7819
0.5,62.5,-46.2751,-225.658,-51.8205
0.5,63.5,-46.413,-227.271,-51.8594
0.5,64.5,-46.5487,-228.839,-51.8986
0.5,65.5,-46.6823,-230.291,-51.938
0.5,66.5,-46.8139,-231.494,-51.9777
0.5,67.5,-46.9436,-232.165,-52.0176
0.5,68.5,-47.0713,-231.548,-52.0577
0.5,69.5,-47.1972,-226.071,-52.098
0.5,70.5,-52.2496,-173.195,-60.7733
0.5,71.5,-62.25,-148.424,-77.8606
0.5,72.5,-72.2501,-122.165,-94.637
0.5,73.5,-82.2504,-94.243,-111.118
0.5,74.5,-92.2506,-64.4582,-127.316
0.5,75.5,-131.58,-48.7899,-173.686
0.5,76.5,-141.134,-48.7586,-182.396
0.5,77.5,-145.573,-48.7284,-186.019
0.5,78.5,-148.497,-48.6992,-188.151
0.5,79.5,-150.68,-48.6711,-264.184
0.5,80.5,-152.424,-48.6442,-273.039
0.5,81.5,-153.875,-48.6183,-275.922
0.5,82.5,-155.118,-48.5936,-276.28
0.5,83.5,-156.205,-48.5701,-276.505
0.5,84.5,-157.171,-48.5478,-276.633
0.5,85.5,-158.041,-48.5266,-276.686
0.5,86.5,-158.831,-48.5067,-276.682
0.5,87.5,-159.555,-48.4881,-276.633
0.5,88.5,-160.224,-48.4707,-276.548
0.5,89.5,-160.844,-48.4545,-276.435
0.5,90.5,-161.424,-48.4397,-276.299
0.5,91.5,-161.967,-48.4262,-276.145
0.5,92.5,-162.478,-48.414,-275.976
0.5,93.5,-162.961,-48.4031,-275.796
0.5,94.5,-163.418,-48.3935,-275.607
0.5,95.5,-163.852,-48.3853,-275.411
0.5,96.5,-164.266,-48.3785,-275.21
0.5,97.5,-164.661,-48.373,-275.004
0.5,98.5,-165.038,-48.3689,-274.796
0.5,99.5,-165.4,-48.3661,-274.586
1.5,0.5,-14.3367,-52.4691,-370.569
1.5,1.5,-16.8894,-52.4154,-370.592
1.5,2.5,-19.6514,-52.3615,-370.638
1.5,3.5,-21.9709,-52.3075,-370.706
1.5,4.5,-23.8791,-52.2534,-370.797
1.5,5.5,-25.4761,-52.1992,-287.744
1.5,6.5,-26.8409,-52.1449,-339.753
1.5,7.5,-28.0288,-52.0904,-314.579
1.5,8.5,-29.0788,-52.0359,-314.754
1.5,9.5,-30.0187,-51.9813,-314.951
1.5,10.5,-30.8688,-51.9265,-315.169
1.5,11.5,-31.6445,-51.8717,-315.409
1.5,12.5,-32.3575,-51.8168,-315.671
1.5,13.5,-33.0172,-51.7619,-315.954
1.5,14.5,-33.6308,-51.7068,-292.91
1.5,15.5,-34.2044,-51.6517,-249.558
1.5,16.5,-34.7427,-51.5966,-211.267
1.5,17.5,-35.2498,-51.5414,-177.198
1.5,18.5,-35.7291,-51.4861,-146.677
1.5,19.5,-36.1836,-51.4309,-119.165
1.5,20.5,-36.6155,-51.3756,-50.4943
1.5,21.5,-37.0271,-51.3203,-50.5119
1.5,22.5,-37.4202,-51.2649,-50.5303
1.5,23.5,-37.7963,-51.2096,-50.5495
1.5,24.5,-38.1568,-51.1543,-50.5694
1.5,25.5,-38.5031,-51.099,-50.59
1.5,26.5,-38.8361,-51.0437,-50.6113
1.5,27.5,-39.1568,-50.9885,-50.6334
1.5,28.5,-39.4662,-50.9333,-50.6562
1.5,29.5,-39.7649,-50.8782,-50.6796
1.5,30.5,-40.0537,-50.8232,-50.7037
1.5,31.5,-40.3333,-50.7682,-50.7285
1.5,32.5,-40.6042,-50.7133,-50.754
1.5,33.5,-40.8668,-50.6586,-50.7801
1.5,34.5,-41.1218,-50.604,-50.8068
1.5,35.5,-41.3696,-50.5495,-50.8341
1.5,36.5,-41.6104,-50.4951,-50.862
1.5,37.5,-41.8448,-50.4409,-50.8905
1.5,38.5,-42.0731,-50.3869,-50.9196
1.5,39.5,-42.2955,-50.3331,-50.9493
1.5,40.5,-42.5123,-121.281,-50.9795
1.5,41.5,-42.7239,-129.485,-51.0102
1.5,42.5,-42.9304,-137.866,-51.0415
1.5,43.5,-43.1322,-146.435,-51.0733
1.5,44.5,-43.3294,-155.203,-51.1056
1.5,45.5,-43.5222,-164.183,-51.1384
1.5,46.5,-43.7108,-173.388,-51.1716
1.5,47.5,-43.8955,-182.832,-51.2053
1.5,48.5,-44.0762,-192.531,-51.2395
1.5,49.5,-44.2533,-202.5,-51.2741
1.5,50.5,-44.4269,-207.902,-51.3091
1.5,51.5,-44.5971,-209.017,-51.3446
1.5,52.5,-44.764,-210.176,-51.3804
1.5,53.5,-44.9277,-211.382,-51.4166
1.5,54.5,-45.0885,-212.636,-51.4532
1.5,55.5,-45.2463,-213.938,-51.4902
1.5,56.5,-45.4013,-215.29,-51.5275
1.5,57.5,-45.5536,-216.69,-51.5651
1.5,58.5,-45.7032,-218.139,-51.6031
1.5,59.5,-45.8503,-219.633,-51.6414
1.5,60.5,-45.995,-221.166,-51.68
1.5,61.5,-46.1373,-222.731,-51.7189
1.5,62.5,-46.2774,-224.312,-51.7581
1.5,63.5,-46.4151,-225.887,-51.7975
1.5,64.5,-46.5508,-227.414,-51.8373
1.5,65.5,-46.6844,-228.823,-51.8772
1.5,66.5,-46.8159,-229.981,-51.9174
1.5,67.5,-46.9455,-230.605,-51.9579
1.5,68.5,-47.0731,-229.938,-51.9985
1.5,69.5,-47.199,-224.407,-52.0394
1.5,70.5,-52.2525,-171.723,-60.6574
1.5,71.5,-62.2545,-147.216,-77.6324
1.5,72.5,-72.2566,-121.242,-94.3008
1.5,73.5,-82.2584,-93.6299,-110.677
1.5,74.5,-92.2603,-64.1804,-126.776
1.5,75.5,-131.592,-48.6903,-173.047
1.5,76.5,-141.146,-48.6583,-181.767
1.5,77.5,-145.585,-48.6274,-185.401
1.5,78.5,-148.508,-48.5975,-260.487
1.5,79.5,-150.691,-48.5688,-269.874
1.5,80.5,-152.434,-48.5412,-274.643
1.5,81.5,-153.885,-48.5147,-275.195
1.5,82.5,-155.128,-48.4894,-275.563
1.5,83.5,-156.215,-48.4653,-275.8
1.5,84.5,-157.181,-48.4424,-275.939
1.5,85.5,-158.05,-48.4207,-276.002
1.5,86.5,-158.84,-48.4004,-276.009
1.5,87.5,-159.564,-48.3812,-275.969
1.5,88.5,-160.232,-48.3634,-275.894
1.5,89.5,-160.853,-48.3469,-275.79
1.5,90.5,-161.432,-48.3317,-275.664
1.5,91.5,-161.975,-48.3178,-275.519
1.5,92.5,-162.486,-48.3053,-275.359
1.5,93.5,-162.968,-48.2941,-275.188
1.5,94.5,-163.425,-48.2843,-275.008
1.5,95.5,-163.86,-48.2759,-274.82
1.5,96.5,-164.273,-48.2689,-274.627
1.5,97.5,-164.668,-48.2633,-274.43
1.5,98.5,-165.045,-48.259,-274.23
1.5,99.5,-165.407,-48.2562,-274.028
2.5,0.5,-18.4864,-52.4273,-370.087
2.5,1.5,-19.6514,-52.373,-370.11
2.5,2.5,-21.3264,-52.3186,-370.156
2.5,3.5,-23.029,-52.2641,-370.226
2.5,4.5,-24.5897,-52.2094,-370.319
2.5,5.5,-25.9802,-52.1546,-280.376
2.5,6.5,-27.2147,-52.0997,-314.125
2.5,7.5,-28.3161,-52.0447,-314.282
2.5,8.5,-29.3059,-51.9896,-314.46
2.5,9.5,-30.2025,-51.9344,-314.661
2.5,10.5,-31.0205,-51.8791,-314.884
2.5,11.5,-31.7717,-51.8236,-315.128
2.5,12.5,-32.4658,-51.7681,-315.395
2.5,13.5,-33.1104,-51.7126,-315.684
2.5,14.5,-33.7118,-51.6569,-285.893
2.5,15.5,-34.2754,-51.6012,-242.976
2.5,16.5,-34.8055,-51.5454,-205.065
2.5,17.5,-35.3058,-51.4895,-171.33
2.5,18.5,-35.7793,-51.4336,-141.105
2.5,19.5,-36.2287,-51.3776,-50.3929
2.5,20.5,-36.6564,-51.3217,-50.4101
2.5,21.5,-37.0643,-51.2656,-50.4281
2.5,22.5,-37.4542,-51.2096,-50.4469
2.5,23.5,-37.8275,-51.1536,-50.4664
2.5,24.5,-38.1856,-51.0975,-50.4867
2.5,25.5,-38.5296,-51.0415,-50.5077
2.5,26.5,-38.8606,-50.9855,-50.5295
2.5,27.5,-39.1796,-50.9295,-50.5519
2.5,28.5,-39.4874,-50.8736,-50.5751
2.5,29.5,-39.7848,-50.8177,-50.599
2.5,30.5,-40.0723,-50.7619,-50.6236
2.5,31.5,-40.3507,-50.7061,-50.6489
2.5,32.5,-40.6205,-50.6505,-50.6748
2.5,33.5,-40.8823,-50.5949,-50.7013
2.5,34.5,-41.1364,-50.5395,-50.7285
2.5,35.5,-41.3833,-50.4841,-50.7563
2.5,36.5,-41.6234,-50.429,-50.7848
2.5,37.5,-41.8571,-50.3739,-50.8138
2.5,38.5,-42.0847,-50.3191,-50.8434
2.5,39.5,-42.3066,-50.2644,-50.8736
2.5,40.5,-42.5229,-50.2099,-50.9043
2.5,41.5,-42.7339,-122.941,-50.9356
2.5,42.5,-42.94,-131.288,-50.9674
2.5,43.5,-43.1414,-139.819,-50.9998
2.5,44.5,-43.3381,-148.546,-51.0326
2.5,45.5,-43.5306,-157.48,-51.0659
2.5,46.5,-43.7188,-166.635,-51.0997
2.5,47.5,-43.9031,-176.024,-51.134
2.5,48.5,-44.0836,-185.663,-51.1687
2.5,49.5,-44.2604,-195.567,-51.2039
2.5,50.5,-44.4337,-205.754,-51.2395
2.5,51.5,-44.6036,-208.005,-51.2755
2.5,52.5,-44.7703,-209.14,-51.3119
2.5,53.5,-44.9338,-210.32,-51.3487
2.5,54.5,-45.0943,-211.548,-51.3859
2.5,55.5,-45.2519,-212.823,-51.4234
2.5,56.5,-45.4067,-214.146,-51.4613
2.5,57.5,-45.5588,-215.517,-51.4995
2.5,58.5,-45.7083,-216.934,-51.5381
2.5,59.5,-45.8553,-218.395,-51.577
2.5,60.5,-45.9998,-219.895,-51.6161
2.5,61.5,-46.1419,-221.424,-51.6556
2.5,62.5,-46.2818,-222.969,-51.6954
2.5,63.5,-46.4195,-224.504,-51.7354
2.5,64.5,-46.555,-225.99,-51.7757
2.5,65.5,-46.6884,-227.357,-51.8162
2.5,66.5,-46.8198,-228.469,-51.857
2.5,67.5,-46.9493,-229.045,-51.898
2.5,68.5,-47.0768,-228.328,-51.9392
2.5,69.5,-47.2026,-222.744,-51.9807
2.5,70.5,-52.258,-170.253,-60.5413
2.5,71.5,-62.2638,-146.009,-77.4046
2.5,72.5,-72.2693,-120.32,-93.9654
2.5,73.5,-82.2746,-93.0163,-110.239
2.5,74.5,-92.2796,-63.9019,-126.238
2.5,75.5,-131.616,-48.5897,-172.409
2.5,76.5,-141.169,-48.557,-181.14
2.5,77.5,-145.607,-48.5253,-256.014
2.5,78.5,-148.53,-48.4947,-266.237
2.5,79.5,-150.712,-48.4653,-273.076
2.5,80.5,-152.455,-48.437,-273.906
2.5,81.5,-153.905,-48.4099,-274.47
2.5,82.5,-155.148,-48.384,-274.85
2.5,83.5,-156.234,-48.3593,-275.097
2.5,84.5,-157.2,-48.3358,-275.246
2.5,85.5,-158.068,-48.3136,-275.321
2.5,86.5,-158.858,-48.2927,-275.337
2.5,87.5,-159.582,-48.2731,-275.308
2.5,88.5,-160.249,-48.2548,-275.242
2.5,89.5,-160.87,-48.2379,-275.148
2.5,90.5,-161.448,-48.2223,-275.031
2.5,91.5,-161.991,-48.2081,-274.895
2.5,92.5,-162.501,-48.1952,-274.745
2.5,93.5,-162.984,-48.1838,-274.583
2.5,94.5,-163.44,-48.1737,-274.411
2.5,95.5,-163.874,-48.1651,-274.232
2.5,96.5,-164.288,-48.1579,-274.047
2.5,97.5,-164.682,-48.1521,-273.858
2.5,98.5,-165.059,-48.1478,-273.666
2.5,99.5,-165.421,-48.1449,-273.472
3.5,0.5,-21.3264,-52.3855,-369.575
3.5,1.5,-21.9709,-52.3307,-369.599
3.5,2.5,-23.029,-52.2758,-369.647
3.5,3.5,-24.2489,-52.2207,-369.718
3.5,4.5,-25.4761,-52.1655,-369.813
3.5,5.5,-26.6411,-52.1102,-274.719
3.5,6.5,-27.7212,-52.0547,-313.813
3.5,7.5,-28.7142,-51.9991,-313.973
3.5,8.5,-29.6258,-51.9434,-314.155
3.5,9.5,-30.4645,-51.8876,-314.36
3.5,10.5,-31.2386,-51.8317,-314.587
3.5,11.5,-31.9559,-51.7757,-314.837
3.5,12.5,-32.6233,-51.7195,-315.109
3.5,13.5,-33.2464,-51.6633,-315.404
3.5,14.5,-33.8306,-51.607,-278.873
3.5,15.5,-34.3799,-51.5506,-236.39
3.5,16.5,-34.8981,-51.4942,-198.859
3.5,17.5,-35.3883,-51.4377,-165.458
3.5,18.5,-35.8534,-51.3811,-135.529
3.5,19.5,-36.2956,-51.3244,-50.3077
3.5,20.5,-36.7171,-51.2678,-50.3252
3.5,21.5,-37.1196,-51.211,-50.3435
3.5,22.5,-37.5047,-51.1543,-50.3627
3.5,23.5,-37.8739,-51.0975,-50.3826
3.5,24.5,-38.2283,-51.0408,-50.4033
3.5,25.5,-38.5691,-50.984,-50.4247
3.5,26.5,-38.8973,-50.9273,-50.4469
3.5,27.5,-39.2137,-50.8705,-50.4698
3.5,28.5,-39.5192,-50.8138,-50.4934
3.5,29.5,-39.8144,-50.7571,-50.5178
3.5,30.5,-40.1001,-50.7005,-50.5428
3.5,31.5,-40.3767,-50.644,-50.5685
3.5,32.5,-40.645,-50.5875,-50.5949
3.5,33.5,-40.9053,-50.5311,-50.622
3.5,34.5,-41.1581,-50.4749,-50.6497
3.5,35.5,-41.4038,-50.4187,-50.678
3.5,36.5,-41.6429,-50.3627,-50.7069
3.5,37.5,-41.8755,-50.3068,-50.7365
3.5,38.5,-42.1022,-50.2511,-50.7666
3.5,39.5,-42.3232,-50.1955,-50.7974
3.5,40.5,-42.5387,-50.1402,-50.8286
3.5,41.5,-42.749,-50.0851,-50.8605
3.5,42.5,-42.9544,-124.65,-50.8928
3.5,43.5,-43.1551,-133.146,-50.9257
3.5,44.5,-43.3512,-141.833,-50.9591
3.5,45.5,-43.5431,-150.724,-50.993
3.5,46.5,-43.7308,-159.83,-51.0274
3.5,47.5,-43.9146,-169.167,-51.0622
3.5,48.5,-44.0946,-178.747,-51.0975
3.5,49.5,-44.271,-188.589,-51.1333
3.5,50.5,-44.4439,-198.708,-51.1695
3.5,51.5,-44.6134,-206.996,-51.2061
3.5,52.5,-44.7797,-208.106,-51.243
3.5,53.5,-44.9429,-209.261,-51.2804
3.5,54.5,-45.1031,-210.462,-51.3182
3.5,55.5,-45.2603,-211.709,-51.3563
3.5,56.5,-45.4149,-213.004,-51.3948
3.5,57.5,-45.5667,-214.345,-51.4336
3.5,58.5,-45.7159,-215.731,-51.4727
3.5,59.5,-45.8626,-217.16,-51.5122
3.5,60.5,-46.0069,-218.626,-51.552
3.5,61.5,-46.1488,-220.12,-51.592
3.5,62.5,-46.2884,-221.627,-51.6323
3.5,63.5,-46.4259,-223.123,-51.673
3.5,64.5,-46.5612,-224.569,-51.7138
3.5,65.5,-46.6945,-225.891,-51.7549
3.5,66.5,-46.8257,-226.959,-51.7963
3.5,67.5,-46.955,-227.487,-51.8379
3.5,68.5,-47.0824,-226.719,-51.8797
3.5,69.5,-47.2079,-221.081,-51.9217
3.5,70.5,-52.2661,-168.783,-60.4254
3.5,71.5,-62.2777,-144.803,-77.1773
3.5,72.5,-72.2886,-119.398,-93.631
3.5,73.5,-82.2989,-92.4026,-109.801
3.5,74.5,-92.3086,-63.6228,-125.7
3.5,75.5,-131.651,-48.4881,-171.773
3.5,76.5,-141.203,-48.4545,-249.989
3.5,77.5,-145.641,-48.4221,-261.825
3.5,78.5,-148.562,-48.3908,-271.074
3.5,79.5,-150.744,-48.3606,-272.33
3.5,80.5,-152.486,-48.3317,-273.171
3.5,81.5,-153.936,-48.3039,-273.746
3.5,82.5,-155.177,-48.2773,-274.138
3.5,83.5,-156.263,-48.252,-274.396
3.5,84.5,-157.228,-48.228,-274.556
3.5,85.5,-158.096,-48.2052,-274.641
3.5,86.5,-158.885,-48.1838,-274.667
3.5,87.5,-159.608,-48.1637,-274.648
3.5,88.5,-160.275,-48.1449,-274.593
3.5,89.5,-160.895,-48.1275,-274.508
3.5,90.5,-161.473,-48.1115,-274.401
3.5,91.5,-162.015,-48.0969,-274.274
3.5,92.5,-162.525,-48.0838,-274.133
3.5,93.5,-163.007,-48.072,-273.979
3.5,94.5,-163.463,-48.0617,-273.816
3.5,95.5,-163.896,-48.0529,-273.645
3.5,96.5,-164.309,-48.0455,-273.469
3.5,97.5,-164.703,-48.0396,-273.288
3.5,98.5,-165.08,-48.0351,-273.104
3.5,99.5,-165.441,-48.0321,-272.917
4.5,0.5,-23.4748,-52.344,-369.032
4.5,1.5,-23.8791,-52.2886,-369.057
4.5,2.5,-24.5897,-52.2332,-369.105
4.5,3.5,-25.4761,-52.1775,-369.178
4.5,4.5,-26.4318,-52.1218,-369.275
4.5,5.5,-27.3902,-52.0659,-281.012
4.5,6.5,-28.3161,-52.0098,-313.489
4.5,7.5,-29.1939,-51.9537,-313.652
4.5,8.5,-30.0187,-51.8974,-313.838
4.5,9.5,-30.7909,-51.841,-314.047
4.5,10.5,-31.5134,-51.7844,-314.279
4.5,11.5,-32.1899,-51.7278,-314.534
4.5,12.5,-32.8247,-51.671,-314.812
4.5,13.5,-33.4215,-51.6142,-315.113
4.5,14.5,-33.984,-51.5572,-271.85
4.5,15.5,-34.5153,-51.5002,-229.802
4.5,16.5,-35.0185,-51.4431,-192.65
4.5,17.5,-35.4961,-51.3859,-159.582
4.5,18.5,-35.9503,-51.3286,-129.948
4.5,19.5,-36.3833,-51.2713,-50.2216
4.5,20.5,-36.7967,-51.2139,-50.2395
4.5,21.5,-37.1922,-51.1565,-50.2582
4.5,22.5,-37.5712,-51.099,-50.2777
4.5,23.5,-37.935,-51.0415,-50.298
4.5,24.5,-38.2847,-50.984,-50.3191
4.5,25.5,-38.6212,-50.9265,-50.3409
4.5,26.5,-38.9456,-50.869,-50.3635
4.5,27.5,-39.2587,-50.8115,-50.3869
4.5,28.5,-39.5611,-50.754,-50.411
4.5,29.5,-39.8536,-50.6965,-50.4358
4.5,30.5,-40.1368,-50.6391,-50.4613
4.5,31.5,-40.4112,-50.5817,-50.4875
4.5,32.5,-40.6774,-50.5245,-50.5144
4.5,33.5,-40.9358,-50.4672,-50.542
4.5,34.5,-41.1869,-50.4101,-50.5702
4.5,35.5,-41.431,-50.3531,-50.599
4.5,36.5,-41.6686,-50.2962,-50.6285
4.5,37.5,-41.9,-50.2395,-50.6586
4.5,38.5,-42.1254,-50.1829,-50.6893
4.5,39.5,-42.3452,-50.1265,-50.7205
4.5,40.5,-42.5596,-50.0702,-50.7524
4.5,41.5,-42.769,-50.0142,-50.7848
4.5,42.5,-42.9734,-117.951,-50.8177
4.5,43.5,-43.1733,-126.413,-50.8512
4.5,44.5,-43.3686,-135.063,-50.8852
4.5,45.5,-43.5598,-143.911,-50.9196
4.5,46.5,-43.7468,-152.972,-50.9546
4.5,47.5,-43.9299,-162.257,-50.99
4.5,48.5,-44.1093,-171.782,-51.0259
4.5,49.5,-44.2851,-181.563,-51.0622
4.5,50.5,-44.4574,-191.615,-51.099
4.5,51.5,-44.6264,-201.957,-51.1362
4.5,52.5,-44.7922,-207.075,-51.1738
4.5,53.5,-44.9549,-208.204,-51.2118
4.5,54.5,-45.1147,-209.378,-51.2501
4.5,55.5,-45.2716,-210.598,-51.2888
4.5,56.5,-45.4257,-211.864,-51.3279
4.5,57.5,-45.5771,-213.175,-51.3673
4.5,58.5,-45.726,-214.53,-51.4071
4.5,59.5,-45.8724,-215.927,-51.4471
4.5,60.5,-46.0163,-217.358,-51.4875
4.5,61.5,-46.1579,-218.816,-51.5281
4.5,62.5,-46.2973,-220.286,-51.5691
4.5,63.5,-46.4345,-221.744,-51.6103
4.5,64.5,-46.5695,-223.148,-51.6517
4.5,65.5,-46.7025,-224.428,-51.6934
4.5,66.5,-46.8335,-225.45,-51.7354
4.5,67.5,-46.9626,-225.93,-51.7775
4.5,68.5,-47.0898,-225.111,-51.8199
4.5,69.5,-47.2151,-219.42,-51.8625
4.5,70.5,-52.2773,-167.316,-60.3094
4.5,71.5,-62.2962,-143.598,-76.9504
4.5,72.5,-72.3142,-118.477,-93.2974
4.5,73.5,-82.3311,-91.7887,-109.365
4.5,74.5,-92.3472,-63.3427,-125.165
4.5,75.5,-131.698,-48.3853,-171.139
4.5,76.5,-141.249,-48.351,-255.862
4.5,77.5,-145.685,-48.3178,-267.687
4.5,78.5,-148.606,-48.2857,-270.317
4.5,79.5,-150.787,-48.2548,-271.585
4.5,80.5,-152.527,-48.2251,-272.439
4.5,81.5,-153.976,-48.1966,-273.025
4.5,82.5,-155.217,-48.1694,-273.428
4.5,83.5,-156.302,-48.1435,-273.697
4.5,84.5,-157.266,-48.1188,-273.868
4.5,85.5,-158.133,-48.0955,-273.963
4.5,86.5,-158.921,-48.0735,-274
4.5,87.5,-159.643,-48.0529,-273.991
4.5,88.5,-160.31,-48.0336,-273.945
4.5,89.5,-160.928,-48.0158,-273.87
4.5,90.5,-161.506,-47.9994,-273.772
4.5,91.5,-162.047,-47.9844,-273.655
4.5,92.5,-162.557,-47.9709,-273.523
4.5,93.5,-163.038,-47.9588,-273.378
4.5,94.5,-163.493,-47.9483,-273.223
4.5,95.5,-163.926,-47.9392,-273.061
4.5,96.5,-164.338,-47.9316,-272.893
4.5,97.5,-164.732,-47.9255,-272.721
4.5,98.5,-165.108,-47.9209,-272.544
4.5,99.5,-165.468,-47.9179,-272.366
5.5,0.5,-25.2002,-52.3025,-368.453
5.5,1.5,-25.4761,-52.2467,-368.478
5.5,2.5,-25.9802,-52.1907,-368.528
5.5,3.5,-26.6411,-52.1345,-368.602
5.5,4.5,-27.3902,-52.0782,-368.701
5.5,5.5,-28.1748,-52.0217,-287.237
5.5,6.5,-28.9606,-51.9651,-313.152
5.5,7.5,-29.7274,-51.9083,-313.318
5.5,8.5,-30.4645,-51.8514,-313.508
5.5,9.5,-31.1671,-51.7944,-313.722
5.5,10.5,-31.834,-51.7373,-313.959
5.5,11.5,-32.4658,-51.68,-314.219
5.5,12.5,-33.064,-51.6226,-314.503
5.5,13.5,-33.6308,-51.5651,-312.282
5.5,14.5,-34.1684,-51.5075,-264.825
5.5,15.5,-34.6789,-51.4498,-223.21
5.5,16.5,-35.1645,-51.392,-186.437
5.5,17.5,-35.6271,-51.3342,-153.702
5.5,18.5,-36.0685,-51.2762,-124.363
5.5,19.5,-36.4904,-51.2182,-50.1347
5.5,20.5,-36.8942,-51.1601,-50.153
5.5,21.5,-37.2813,-51.1019,-50.172
5.5,22.5,-37.6529,-51.0437,-50.1919
5.5,23.5,-38.0102,-50.9855,-50.2126
5.5,24.5,-38.3541,-50.9273,-50.2341
5.5,25.5,-38.6855,-50.869,-50.2564
5.5,26.5,-39.0053,-50.8107,-50.2795
5.5,27.5,-39.3142,-50.7524,-50.3033
5.5,28.5,-39.613,-50.6941,-50.3278
5.5,29.5,-39.9021,-50.6358,-50.3531
5.5,30.5,-40.1822,-50.5776,-50.3791
5.5,31.5,-40.4539,-50.5194,-50.4058
5.5,32.5,-40.7175,-50.4613,-50.4332
5.5,33.5,-40.9737,-50.4033,-50.4613
5.5,34.5,-41.2226,-50.3453,-50.49
5.5,35.5,-41.4648,-50.2874,-50.5194
5.5,36.5,-41.7006,-50.2297,-50.5495
5.5,37.5,-41.9303,-50.172,-50.5801
5.5,38.5,-42.1542,-50.1146,-50.6113
5.5,39.5,-42.3726,-50.0572,-50.6432
5.5,40.5,-42.5857,-50.0001,-50.6756
5.5,41.5,-42.7938,-49.9431,-50.7085
5.5,42.5,-42.9972,-49.8864,-50.7421
5.5,43.5,-43.1959,-119.616,-50.7761
5.5,44.5,-43.3903,-128.231,-50.8107
5.5,45.5,-43.5805,-137.04,-50.8457
5.5,46.5,-43.7666,-146.056,-50.8813
5.5,47.5,-43.949,-155.293,-50.9173
5.5,48.5,-44.1276,-164.764,-50.9538
5.5,49.5,-44.3026,-174.486,-50.9908
5.5,50.5,-44.4743,-184.474,-51.0281
5.5,51.5,-44.6426,-194.746,-51.0659
5.5,52.5,-44.8078,-205.321,-51.1041
5.5,53.5,-44.97,-207.15,-51.1427
5.5,54.5,-45.1292,-208.297,-51.1817
5.5,55.5,-45.2856,-209.49,-51.221
5.5,56.5,-45.4392,-210.726,-51.2607
5.5,57.5,-45.5902,-212.008,-51.3007
5.5,58.5,-45.7386,-213.332,-51.3411
5.5,59.5,-45.8845,-214.695,-51.3818
5.5,60.5,-46.0281,-216.093,-51.4227
5.5,61.5,-46.1694,-217.515,-51.464
