x,y,recv_pwr0,recv_pwr1,recv_pwr2
42.5,36.5,-45.3245,-47.8131,-47.1283
42.5,37.5,-45.4257,-47.712,-47.1954
42.5,38.5,-45.5272,-47.6102,-47.2632
42.5,39.5,-45.629,-47.5077,-47.3317
42.5,40.5,-45.731,-47.4043,-47.4009
42.5,41.5,-45.8332,-47.3002,-47.4707
42.5,42.5,-45.9353,-47.1954,-47.541
42.5,43.5,-46.0375,-47.0898,-47.6119
42.5,44.5,-46.1396,-46.9834,-47.6832
42.5,45.5,-46.2416,-46.8763,-47.755
42.5,46.5,-46.3435,-46.7685,-115.157
42.5,47.5,-46.4452,-46.66,-122.895
42.5,48.5,-46.5466,-46.5508,-123.725
42.5,49.5,-46.6478,-46.4409,-124.417
42.5,50.5,-46.7486,-46.3304,-125.005
42.5,51.5,-46.8491,-46.2192,-125.511
42.5,52.5,-46.9493,-46.1074,-125.953
42.5,53.5,-47.049,-45.995,-126.343
42.5,54.5,-47.1483,-45.8821,-126.69
42.5,55.5,-47.2472,-45.7687,-127.002
42.5,56.5,-47.3456,-45.6548,-127.285
42.5,57.5,-47.4436,-45.5404,-127.542
42.5,58.5,-47.541,-45.4257,-127.779
42.5,59.5,-47.6379,-45.3106,-127.997
42.5,60.5,-47.7343,-45.1953,-128.2
42.5,61.5,-47.8302,-45.0797,-128.389
42.5,62.5,-47.9255,-44.964,-128.567
42.5,63.5,-48.0203,-44.8482,-128.733
42.5,64.5,-48.1144,-44.7324,-128.891
42.5,65.5,-48.2081,-44.6167,-129.041
42.5,66.5,-48.3011,-44.5011,-129.184
42.5,67.5,-48.3935,-44.3859,-129.32
42.5,68.5,-48.4854,-44.271,-129.45
42.5,69.5,-48.5766,-44.1566,-129.576
42.5,70.5,-48.6673,-44.0429,-129.697
42.5,71.5,-48.7574,-43.9299,-129.814
42.5,72.5,-48.8468,-43.8178,-129.927
42.5,73.5,-48.9357,-43.7068,-130.036
42.5,74.5,-104.251,-43.597,-130.143
42.5,75.5,-115.106,-43.4885,-130.247
42.5,76.5,-125.895,-43.3816,-130.348
42.5,77.5,-136.62,-43.2765,-130.447
42.5,78.5,-147.284,-43.1733,-130.544
42.5,79.5,-157.892,-43.0722,-130.639
42.5,80.5,-161.099,-42.9734,-130.732
42.5,81.5,-162.353,-42.8773,-130.824
42.5,82.5,-163.406,-42.7839,-130.914
42.5,83.5,-164.309,-42.6936,-131.002
42.5,84.5,-165.097,-42.6065,-131.089
42.5,85.5,-165.794,-42.5229,-131.175
42.5,86.5,-166.417,-42.443,-131.26
42.5,87.5,-166.98,-42.3671,-131.343
42.5,88.5,-167.492,-42.2955,-131.426
42.5,89.5,-167.961,-42.2282,-131.507
42.5,90.5,-168.393,-42.1657,-131.588
42.5,91.5,-168.793,-42.108,-131.667
42.5,92.5,-169.166,-42.0555,-131.746
42.5,93.5,-169.514,-42.0082,-131.824
42.5,94.5,-169.841,-41.9664,-131.902
42.5,95.5,-170.148,-41.9303,-131.978
42.5,96.5,-170.439,-41.9,-132.054
42.5,97.5,-170.715,-41.8755,-132.129
42.5,98.5,-170.976,-41.8571,-132.204
42.5,99.5,-171.225,-41.8448,-132.278
43.5,0.5,-231.736,-228.597,-109.502
43.5,1.5,-231.816,-218.097,-109.524
43.5,2.5,-231.977,-207.576,-109.568
43.5,3.5,-232.218,-197.033,-109.635
43.5,4.5,-244.7,-186.466,-109.724
43.5,5.5,-301.518,-175.874,-109.835
43.5,6.5,-292.046,-165.258,-109.968
43.5,7.5,-263.094,-154.615,-110.123
43.5,8.5,-238.98,-143.943,-110.299
43.5,9.5,-178.274,-133.242,-110.497
43.5,10.5,-204.638,-127.766,-132.138
43.5,11.5,-176.87,-127.51,-45.7209
43.5,12.5,-149.678,-127.246,-45.7511
43.5,13.5,-125.367,-126.971,-45.7836
43.5,14.5,-43.5846,-126.685,-45.8184
43.5,15.5,-43.6461,-126.388,-45.8553
43.5,16.5,-43.7108,-126.078,-45.8943
43.5,17.5,-43.7785,-125.753,-45.9353
43.5,18.5,-43.8491,-125.414,-45.9784
43.5,19.5,-43.9223,-125.057,-46.0234
43.5,20.5,-43.9981,-124.682,-46.0703
43.5,21.5,-44.0762,-124.286,-46.1189
43.5,22.5,-44.1566,-123.866,-46.1693
43.5,23.5,-44.2392,-123.421,-46.2214
43.5,24.5,-44.3236,-122.945,-46.2751
43.5,25.5,-44.4099,-122.436,-46.3304
43.5,26.5,-44.4978,-121.888,-46.3871
43.5,27.5,-44.5873,-115.118,-46.4452
43.5,28.5,-44.6781,-48.5451,-46.5046
43.5,29.5,-44.7703,-48.4491,-46.5654
43.5,30.5,-44.8636,-48.3524,-46.6273
43.5,31.5,-44.958,-48.2548,-46.6904
43.5,32.5,-45.0533,-48.1565,-46.7546
43.5,33.5,-45.1494,-48.0573,-46.8198
43.5,34.5,-45.2463,-47.9573,-46.886
43.5,35.5,-45.3438,-47.8565,-46.9531
43.5,36.5,-45.4419,-47.755,-47.021
43.5,37.5,-45.5404,-47.6525,-47.0898
43.5,38.5,-45.6393,-47.5493,-47.1592
43.5,39.5,-45.7386,-47.4453,-47.2294
43.5,40.5,-45.8381,-47.3404,-47.3002
43.5,41.5,-45.9377,-47.2348,-47.3716
43.5,42.5,-46.0375,-47.1283,-47.4436
43.5,43.5,-46.1373,-47.021,-47.516
43.5,44.5,-46.2372,-46.913,-47.5889
43.5,45.5,-46.3369,-46.8041,-111.015
43.5,46.5,-46.4366,-46.6945,-121.524
43.5,47.5,-46.5362,-46.5841,-122.552
43.5,48.5,-46.6355,-46.4729,-123.391
43.5,49.5,-46.7346,-46.361,-124.09
43.5,50.5,-46.8335,-46.2484,-124.685
43.5,51.5,-46.9321,-46.135,-125.198
43.5,52.5,-47.0304,-46.021,-125.647
43.5,53.5,-47.1283,-45.9064,-126.043
43.5,54.5,-47.2258,-45.7911,-126.397
43.5,55.5,-47.323,-45.6752,-126.716
43.5,56.5,-47.4197,-45.5588,-127.004
43.5,57.5,-47.516,-45.4419,-127.268
43.5,58.5,-47.6119,-45.3245,-127.51
43.5,59.5,-47.7072,-45.2067,-127.734
43.5,60.5,-47.8021,-45.0885,-127.942
43.5,61.5,-47.8965,-44.97,-128.137
43.5,62.5,-47.9904,-44.8513,-128.319
43.5,63.5,-48.0838,-44.7324,-128.491
43.5,64.5,-48.1766,-44.6134,-128.654
43.5,65.5,-48.2689,-44.4944,-128.808
43.5,66.5,-48.3606,-44.3756,-128.955
43.5,67.5,-48.4518,-44.2569,-129.096
43.5,68.5,-48.5425,-44.1385,-129.231
43.5,69.5,-48.6326,-44.0205,-129.361
43.5,70.5,-48.7221,-43.9031,-129.486
43.5,71.5,-48.811,-43.7864,-129.607
43.5,72.5,-48.8994,-43.6705,-129.724
43.5,73.5,-48.9872,-43.5556,-129.837
43.5,74.5,-49.0744,-43.4418,-129.948
43.5,75.5,-49.1611,-43.3294,-130.055
43.5,76.5,-109.8,-43.2184,-130.16
43.5,77.5,-120.391,-43.1092,-130.263
43.5,78.5,-130.918,-43.0019,-130.363
43.5,79.5,-141.386,-42.8967,-130.461
43.5,80.5,-151.796,-42.7938,-130.557
43.5,81.5,-162.152,-42.6936,-130.652
43.5,82.5,-163.772,-42.5961,-130.745
43.5,83.5,-164.668,-42.5017,-130.836
43.5,84.5,-165.449,-42.4106,-130.926
43.5,85.5,-166.138,-42.3232,-131.015
43.5,86.5,-166.755,-42.2395,-131.102
43.5,87.5,-167.311,-42.1599,-131.189
43.5,88.5,-167.816,-42.0847,-131.274
43.5,89.5,-168.278,-42.0141,-131.358
43.5,90.5,-168.704,-41.9484,-131.441
43.5,91.5,-169.098,-41.8878,-131.523
43.5,92.5,-169.465,-41.8325,-131.604
43.5,93.5,-169.808,-41.7827,-131.685
43.5,94.5,-170.129,-41.7387,-131.764
43.5,95.5,-170.432,-41.7006,-131.843
43.5,96.5,-170.717,-41.6686,-131.921
43.5,97.5,-170.987,-41.6429,-131.999
43.5,98.5,-171.244,-41.6234,-132.075
43.5,99.5,-171.488,-41.6104,-132.151
44.5,0.5,-241.736,-228.19,-99.5013
44.5,1.5,-241.818,-217.716,-99.5213
44.5,2.5,-241.982,-207.223,-99.5611
44.5,3.5,-242.227,-196.708,-99.6209
44.5,4.5,-246.626,-186.171,-99.7005
44.5,5.5,-307.377,-175.612,-99.7998
44.5,6.5,-306.428,-165.027,-99.9187
44.5,7.5,-277.814,-154.418,-100.057
44.5,8.5,-253.382,-143.782,-100.215
44.5,9.5,-188.351,-133.117,-100.392
44.5,10.5,-214.456,-127.659,-122.331
44.5,11.5,-185.906,-127.401,-45.5745
44.5,12.5,-158.071,-127.135,-45.6058
44.5,13.5,-133.226,-126.857,-45.6393
44.5,14.5,-111.191,-126.57,-45.6752
44.5,15.5,-43.8218,-126.27,-45.7134
44.5,16.5,-43.8839,-125.957,-45.7537
44.5,17.5,-43.949,-125.63,-45.7961
44.5,18.5,-44.0168,-125.288,-45.8405
44.5,19.5,-44.0873,-124.929,-45.887
44.5,20.5,-44.1603,-124.551,-45.9353
44.5,21.5,-44.2356,-124.152,-45.9855
44.5,22.5,-44.3131,-123.729,-46.0375
44.5,23.5,-44.3927,-123.281,-46.0912
44.5,24.5,-44.4743,-122.802,-46.1465
44.5,25.5,-44.5576,-122.29,-46.2034
44.5,26.5,-44.6426,-121.738,-46.2618
44.5,27.5,-44.7292,-121.142,-46.3216
44.5,28.5,-44.8172,-120.492,-46.3827
44.5,29.5,-44.9065,-113.797,-46.4452
44.5,30.5,-44.9969,-48.3025,-46.5089
44.5,31.5,-45.0885,-48.2038,-46.5737
44.5,32.5,-45.181,-48.1042,-46.6396
44.5,33.5,-45.2744,-48.0039,-46.7066
44.5,34.5,-45.3685,-47.9026,-46.7745
44.5,35.5,-45.4634,-47.8006,-46.8433
44.5,36.5,-45.5588,-47.6976,-46.913
44.5,37.5,-45.6548,-47.5939,-46.9834
44.5,38.5,-45.7511,-47.4892,-47.0546
44.5,39.5,-45.8479,-47.3837,-47.1265
44.5,40.5,-45.9449,-47.2773,-47.199
44.5,41.5,-46.0422,-47.1701,-47.272
44.5,42.5,-46.1396,-47.062,-47.3456
44.5,43.5,-46.2372,-46.9531,-47.4197
44.5,44.5,-46.3348,-46.8433,-106.545
44.5,45.5,-46.4323,-46.7326,-119.866
44.5,46.5,-46.5299,-46.6212,-121.175
44.5,47.5,-46.6273,-46.5089,-122.211
44.5,48.5,-46.7246,-46.3957,-123.057
44.5,49.5,-46.8218,-46.2818,-123.764
44.5,50.5,-46.9187,-46.1671,-124.366
44.5,51.5,-47.0154,-46.0516,-124.886
44.5,52.5,-47.1118,-45.9353,-125.342
44.5,53.5,-47.2079,-45.8184,-125.745
44.5,54.5,-47.3037,-45.7007,-126.105
44.5,55.5,-47.3992,-45.5823,-126.43
44.5,56.5,-47.4943,-45.4634,-126.725
44.5,57.5,-47.5889,-45.3438,-126.994
44.5,58.5,-47.6832,-45.2237,-127.242
44.5,59.5,-47.777,-45.1031,-127.472
44.5,60.5,-47.8704,-44.982,-127.686
44.5,61.5,-47.9634,-44.8605,-127.885
44.5,62.5,-48.0558,-44.7387,-128.073
44.5,63.5,-48.1478,-44.6167,-128.25
44.5,64.5,-48.2393,-44.4944,-128.417
44.5,65.5,-48.3303,-44.3721,-128.577
44.5,66.5,-48.4207,-44.2498,-128.728
44.5,67.5,-48.5107,-44.1276,-128.874
44.5,68.5,-48.6001,-44.0056,-129.013
44.5,69.5,-48.689,-43.8839,-129.147
44.5,70.5,-48.7774,-43.7627,-129.276
44.5,71.5,-48.8652,-43.6421,-129.401
44.5,72.5,-48.9525,-43.5222,-129.522
44.5,73.5,-49.0393,-43.4032,-129.639
44.5,74.5,-49.1255,-43.2853,-129.754
44.5,75.5,-49.2111,-43.1687,-129.865
44.5,76.5,-49.2963,-43.0535,-129.973
44.5,77.5,-49.3808,-42.94,-130.079
44.5,78.5,-114.488,-42.8284,-130.183
44.5,79.5,-124.827,-42.7188,-130.284
44.5,80.5,-135.105,-42.6116,-130.384
44.5,81.5,-145.327,-42.507,-130.482
44.5,82.5,-155.495,-42.4052,-130.578
44.5,83.5,-165.033,-42.3066,-130.672
44.5,84.5,-165.806,-42.2113,-130.765
44.5,85.5,-166.489,-42.1196,-130.856
44.5,86.5,-167.098,-42.0319,-130.946
44.5,87.5,-167.647,-41.9484,-131.035
44.5,88.5,-168.146,-41.8694,-131.123
44.5,89.5,-168.602,-41.7952,-131.21
44.5,90.5,-169.021,-41.726,-131.295
44.5,91.5,-169.409,-41.6622,-131.38
44.5,92.5,-169.77,-41.6039,-131.464
44.5,93.5,-170.107,-41.5515,-131.546
44.5,94.5,-170.423,-41.505,-131.628
44.5,95.5,-170.72,-41.4648,-131.71
44.5,96.5,-171,-41.431,-131.79
44.5,97.5,-171.265,-41.4038,-131.869
44.5,98.5,-171.517,-41.3833,-131.948
44.5,99.5,-171.756,-41.3696,-132.026
45.5,0.5,-251.736,-227.792,-89.501
45.5,1.5,-251.819,-217.345,-89.5184
45.5,2.5,-251.986,-206.878,-89.5533
45.5,3.5,-252.235,-196.392,-89.6055
45.5,4.5,-252.566,-185.884,-89.6749
45.5,5.5,-312.375,-175.355,-89.7617
45.5,6.5,-320.307,-164.802,-89.8655
45.5,7.5,-292.461,-154.225,-89.9864
45.5,8.5,-267.745,-143.624,-90.1242
45.5,9.5,-198.418,-132.995,-90.2787
45.5,10.5,-224.257,-127.554,-112.511
45.5,11.5,-194.922,-127.295,-45.4257
45.5,12.5,-166.44,-127.026,-45.458
45.5,13.5,-141.057,-126.747,-45.4928
45.5,14.5,-118.57,-126.456,-45.5299
45.5,15.5,-43.9943,-126.154,-45.5693
45.5,16.5,-44.054,-125.839,-45.6109
45.5,17.5,-44.1166,-125.51,-45.6548
45.5,18.5,-44.1819,-125.165,-45.7007
45.5,19.5,-44.2498,-124.803,-45.7486
45.5,20.5,-44.3201,-124.422,-45.7986
45.5,21.5,-44.3927,-124.02,-45.8503
45.5,22.5,-44.4676,-123.595,-45.904
45.5,23.5,-44.5444,-123.143,-45.9593
45.5,24.5,-44.6232,-122.662,-46.0163
45.5,25.5,-44.7037,-122.146,-46.0749
45.5,26.5,-44.786,-121.592,-46.135
45.5,27.5,-44.8697,-120.992,-46.1966
45.5,28.5,-44.9549,-120.338,-46.2595
45.5,29.5,-45.0415,-119.622,-46.3238
45.5,30.5,-45.1292,-118.829,-46.3892
45.5,31.5,-45.218,-112.192,-46.4559
45.5,32.5,-45.3078,-48.0529,-46.5236
45.5,33.5,-45.3986,-47.9513,-46.5923
45.5,34.5,-45.4901,-47.8488,-46.662
45.5,35.5,-45.5823,-47.7455,-46.7326
45.5,36.5,-45.6752,-47.6412,-46.8041
45.5,37.5,-45.7687,-47.536,-46.8763
45.5,38.5,-45.8626,-47.43,-46.9493
45.5,39.5,-45.9569,-47.323,-47.0229
45.5,40.5,-46.0516,-47.2151,-47.0971
45.5,41.5,-46.1465,-47.1063,-47.1719
45.5,42.5,-46.2416,-46.9966,-47.2472
45.5,43.5,-46.3369,-46.886,-47.323
45.5,44.5,-46.4323,-46.7745,-116.307
45.5,45.5,-46.5278,-46.662,-119.508
45.5,46.5,-46.6232,-46.5487,-120.826
45.5,47.5,-46.7186,-46.4345,-121.87
45.5,48.5,-46.8139,-46.3194,-122.724
45.5,49.5,-46.9091,-46.2034,-123.438
45.5,50.5,-47.0041,-46.0865,-124.048
45.5,51.5,-47.099,-45.9689,-124.575
45.5,52.5,-47.1936,-45.8503,-125.038
45.5,53.5,-47.2879,-45.731,-125.448
45.5,54.5,-47.382,-45.6109,-125.814
45.5,55.5,-47.4757,-45.4901,-126.146
45.5,56.5,-47.5692,-45.3685,-126.447
45.5,57.5,-47.6622,-45.2463,-126.722
45.5,58.5,-47.755,-45.1234,-126.976
45.5,59.5,-47.8473,-44.9999,-127.211
45.5,60.5,-47.9392,-44.8759,-127.43
45.5,61.5,-48.0307,-44.7514,-127.635
45.5,62.5,-48.1217,-44.6264,-127.828
45.5,63.5,-48.2123,-44.5011,-128.01
45.5,64.5,-48.3025,-44.3756,-128.182
45.5,65.5,-48.3922,-44.2498,-128.346
45.5,66.5,-48.4814,-44.1239,-128.503
45.5,67.5,-48.5701,-43.9981,-128.653
45.5,68.5,-48.6583,-43.8723,-128.796
45.5,69.5,-48.7461,-43.7468,-128.934
45.5,70.5,-48.8333,-43.6216,-129.068
45.5,71.5,-48.92,-43.497,-129.197
45.5,72.5,-49.0062,-43.373,-129.322
45.5,73.5,-49.0919,-43.2498,-129.443
45.5,74.5,-49.1771,-43.1276,-129.561
45.5,75.5,-49.2617,-43.0066,-129.676
45.5,76.5,-49.3459,-42.887,-129.788
45.5,77.5,-49.4295,-42.769,-129.897
45.5,78.5,-49.5126,-42.6528,-130.004
45.5,79.5,-49.5951,-42.5387,-130.109
45.5,80.5,-118.623,-42.4269,-130.212
45.5,81.5,-128.721,-42.3176,-130.313
45.5,82.5,-138.762,-42.2113,-130.412
45.5,83.5,-148.75,-42.108,-130.509
45.5,84.5,-158.687,-42.0082,-130.605
45.5,85.5,-166.845,-41.9121,-130.699
45.5,86.5,-167.447,-41.8201,-130.792
45.5,87.5,-167.989,-41.7324,-130.884
45.5,88.5,-168.481,-41.6493,-130.974
45.5,89.5,-168.93,-41.5712,-131.063
45.5,90.5,-169.344,-41.4984,-131.151
45.5,91.5,-169.726,-41.431,-131.239
45.5,92.5,-170.081,-41.3696,-131.325
45.5,93.5,-170.412,-41.3142,-131.41
45.5,94.5,-170.722,-41.2651,-131.494
45.5,95.5,-171.013,-41.2226,-131.577
45.5,96.5,-171.288,-41.1869,-131.66
45.5,97.5,-171.548,-41.1581,-131.741
45.5,98.5,-171.794,-41.1364,-131.822
45.5,99.5,-172.029,-41.1218,-131.902
46.5,0.5,-261.736,-227.405,-79.5007
46.5,1.5,-261.82,-216.983,-79.5154
46.5,2.5,-261.989,-206.542,-79.5448
46.5,3.5,-262.241,-196.083,-79.5887
46.5,4.5,-262.577,-185.604,-79.6475
46.5,5.5,-316.883,-175.104,-79.7206
46.5,6.5,-333.316,-164.582,-79.8082
46.5,7.5,-307.021,-154.038,-79.9101
46.5,8.5,-282.069,-143.47,-80.0263
46.5,9.5,-208.476,-132.876,-80.1566
46.5,10.5,-234.044,-127.452,-102.677
46.5,11.5,-203.92,-127.191,-45.2744
46.5,12.5,-174.788,-126.92,-45.3078
46.5,13.5,-148.863,-126.638,-45.3438
46.5,14.5,-125.921,-126.346,-45.3822
46.5,15.5,-44.1639,-126.041,-45.423
46.5,16.5,-44.2213,-125.724,-45.4661
46.5,17.5,-44.2816,-125.392,-45.5114
46.5,18.5,-44.3445,-125.045,-45.5588
46.5,19.5,-44.4099,-124.68,-45.6083
46.5,20.5,-44.4777,-124.297,-45.6599
46.5,21.5,-44.5477,-123.892,-45.7134
46.5,22.5,-44.6199,-123.464,-45.7687
46.5,23.5,-44.6941,-123.009,-45.8258
46.5,24.5,-44.7703,-122.524,-45.8845
46.5,25.5,-44.8482,-122.006,-45.9449
46.5,26.5,-44.9277,-121.448,-46.0069
46.5,27.5,-45.0088,-120.844,-46.0703
46.5,28.5,-45.0914,-120.188,-46.135
46.5,29.5,-45.1753,-119.468,-46.2011
46.5,30.5,-45.2603,-118.671,-46.2685
46.5,31.5,-45.3466,-117.781,-46.3369
46.5,32.5,-45.4338,-116.772,-46.4065
46.5,33.5,-45.5219,-110.154,-46.4771
46.5,34.5,-45.6109,-47.7959,-46.5487
46.5,35.5,-45.7007,-47.6912,-46.6212
46.5,36.5,-45.7911,-47.5856,-46.6945
46.5,37.5,-45.8821,-47.4791,-46.7685
46.5,38.5,-45.9736,-47.3716,-46.8433
46.5,39.5,-46.0656,-47.2632,-46.9187
46.5,40.5,-46.1579,-47.1538,-46.9947
46.5,41.5,-46.2506,-47.0434,-47.0713
46.5,42.5,-46.3435,-46.9321,-47.1483
46.5,43.5,-46.4366,-46.8198,-111.199
46.5,44.5,-46.5299,-46.7066,-117.405
46.5,45.5,-46.6232,-46.5923,-119.151
46.5,46.5,-46.7166,-46.4771,-120.477
46.5,47.5,-46.81,-46.361,-121.53
46.5,48.5,-46.9033,-46.2439,-122.391
46.5,49.5,-46.9966,-46.1258,-123.114
46.5,50.5,-47.0898,-46.0069,-123.731
46.5,51.5,-47.1828,-45.887,-124.265
46.5,52.5,-47.2756,-45.7662,-124.735
46.5,53.5,-47.3682,-45.6445,-125.151
46.5,54.5,-47.4605,-45.5219,-125.525
46.5,55.5,-47.5526,-45.3986,-125.862
46.5,56.5,-47.6444,-45.2744,-126.169
46.5,57.5,-47.7359,-45.1494,-126.451
46.5,58.5,-47.8271,-45.0237,-126.711
46.5,59.5,-47.9179,-44.8973,-126.951
46.5,60.5,-48.0083,-44.7703,-127.176
46.5,61.5,-48.0984,-44.6426,-127.386
46.5,62.5,-48.1881,-44.5145,-127.584
46.5,63.5,-48.2773,-44.3859,-127.771
46.5,64.5,-48.3661,-44.2569,-127.949
46.5,65.5,-48.4545,-44.1276,-128.118
46.5,66.5,-48.5425,-43.9981,-128.279
46.5,67.5,-48.63,-43.8684,-128.433
46.5,68.5,-48.717,-43.7388,-128.581
46.5,69.5,-48.8036,-43.6093,-128.724
46.5,70.5,-48.8897,-43.4801,-128.861
46.5,71.5,-48.9753,-43.3512,-128.994
46.5,72.5,-49.0604,-43.2229,-129.123
46.5,73.5,-49.1451,-43.0954,-129.248
46.5,74.5,-49.2292,-42.9687,-129.37
46.5,75.5,-49.3129,-42.8431,-129.488
46.5,76.5,-49.396,-42.7188,-129.604
46.5,77.5,-49.4787,-42.5961,-129.717
46.5,78.5,-49.5608,-42.4751,-129.827
46.5,79.5,-49.6425,-42.3562,-129.935
46.5,80.5,-49.7236,-42.2395,-130.041
46.5,81.5,-112.434,-42.1254,-130.145
46.5,82.5,-122.359,-42.0141,-130.247
46.5,83.5,-132.228,-41.9061,-130.348
46.5,84.5,-142.043,-41.8014,-130.446
46.5,85.5,-151.807,-41.7006,-130.543
46.5,86.5,-161.523,-41.6039,-130.639
46.5,87.5,-168.337,-41.5117,-130.733
46.5,88.5,-168.822,-41.4243,-130.826
46.5,89.5,-169.265,-41.342,-130.918
46.5,90.5,-169.672,-41.2651,-131.009
46.5,91.5,-170.047,-41.1941,-131.098
46.5,92.5,-170.396,-41.1291,-131.187
46.5,93.5,-170.721,-41.0705,-131.274
46.5,94.5,-171.026,-41.0186,-131.361
46.5,95.5,-171.311,-40.9737,-131.446
46.5,96.5,-171.581,-40.9358,-131.531
46.5,97.5,-171.835,-40.9053,-131.615
46.5,98.5,-172.077,-40.8823,-131.698
46.5,99.5,-172.306,-40.8668,-131.78
47.5,0.5,-271.736,-208.931,-69.5003
47.5,1.5,-271.821,-207.97,-69.5121
47.5,2.5,-271.992,-206.215,-69.5356
47.5,3.5,-272.247,-195.782,-69.5708
47.5,4.5,-272.587,-185.331,-69.6177
47.5,5.5,-321.072,-174.86,-69.6763
47.5,6.5,-344.407,-164.368,-69.7463
47.5,7.5,-321.482,-153.855,-69.8278
47.5,8.5,-296.352,-143.319,-69.9207
47.5,9.5,-203.917,-132.76,-70.0247
47.5,10.5,-243.817,-127.353,-45.0885
47.5,11.5,-212.902,-127.089,-45.1205
47.5,12.5,-183.116,-126.816,-45.1552
47.5,13.5,-156.645,-126.532,-45.1924
47.5,14.5,-133.244,-126.238,-45.2322
47.5,15.5,-112.456,-125.931,-45.2744
47.5,16.5,-44.3859,-125.611,-45.3189
47.5,17.5,-44.4439,-125.277,-45.3658
47.5,18.5,-44.5045,-124.927,-45.4149
47.5,19.5,-44.5675,-124.56,-45.4661
47.5,20.5,-44.6329,-124.174,-45.5193
47.5,21.5,-44.7005,-123.766,-45.5745
47.5,22.5,-44.7703,-123.335,-45.6316
47.5,23.5,-44.842,-122.878,-45.6905
47.5,24.5,-44.9156,-122.39,-45.7511
47.5,25.5,-44.991,-121.868,-45.8134
47.5,26.5,-45.068,-121.307,-45.8772
47.5,27.5,-45.1465,-120.7,-45.9425
47.5,28.5,-45.2265,-120.04,-46.0092
47.5,29.5,-45.3078,-119.317,-46.0772
47.5,30.5,-45.3904,-118.516,-46.1465
47.5,31.5,-45.4741,-117.622,-46.2169
47.5,32.5,-45.5588,-116.61,-46.2884
47.5,33.5,-45.6445,-115.445,-46.361
47.5,34.5,-45.731,-114.074,-46.4345
47.5,35.5,-45.8184,-107.386,-46.5089
47.5,36.5,-45.9064,-47.531,-46.5841
47.5,37.5,-45.995,-47.4231,-46.66
47.5,38.5,-46.0842,-47.3143,-46.7366
47.5,39.5,-46.1739,-47.2044,-46.8139
47.5,40.5,-46.264,-47.0934,-46.8918
47.5,41.5,-46.3544,-46.9815,-46.9702
47.5,42.5,-46.4452,-46.8686,-105.224
47.5,43.5,-46.5362,-46.7546,-114.566
47.5,44.5,-46.6273,-46.6396,-117.04
47.5,45.5,-46.7186,-46.5236,-118.795
47.5,46.5,-46.81,-46.4065,-120.13
47.5,47.5,-46.9014,-46.2884,-121.19
47.5,48.5,-46.9928,-46.1693,-122.06
47.5,49.5,-47.0842,-46.0492,-122.79
47.5,50.5,-47.1755,-45.9281,-123.414
47.5,51.5,-47.2667,-45.806,-123.956
47.5,52.5,-47.3578,-45.6829,-124.433
47.5,53.5,-47.4487,-45.5588,-124.856
47.5,54.5,-47.5394,-45.4338,-125.236
47.5,55.5,-47.6298,-45.3078,-125.58
47.5,56.5,-47.72,-45.181,-125.894
47.5,57.5,-47.81,-45.0533,-126.181
47.5,58.5,-47.8996,-44.9247,-126.447
47.5,59.5,-47.9889,-44.7954,-126.693
47.5,60.5,-48.0779,-44.6653,-126.923
47.5,61.5,-48.1665,-44.5345,-127.139
47.5,62.5,-48.2548,-44.403,-127.342
47.5,63.5,-48.3427,-44.271,-127.534
47.5,64.5,-48.4302,-44.1385,-127.717
47.5,65.5,-48.5173,-44.0056,-127.89
47.5,66.5,-48.604,-43.8723,-128.056
47.5,67.5,-48.6903,-43.7388,-128.215
47.5,68.5,-48.7762,-43.6052,-128.367
47.5,69.5,-48.8616,-43.4716,-128.514
47.5,70.5,-48.9465,-43.3381,-128.656
47.5,71.5,-49.031,-43.2049,-128.793
47.5,72.5,-49.1151,-43.0722,-128.926
47.5,73.5,-49.1987,-42.94,-129.055
47.5,74.5,-49.2818,-42.8087,-129.18
47.5,75.5,-49.3645,-42.6783,-129.302
47.5,76.5,-49.4467,-42.5492,-129.421
47.5,77.5,-49.5284,-42.4215,-129.538
47.5,78.5,-49.6096,-42.2955,-129.652
47.5,79.5,-49.6904,-42.1714,-129.763
47.5,80.5,-49.7706,-42.0496,-129.872
47.5,81.5,-49.8504,-41.9303,-129.979
47.5,82.5,-49.9297,-41.8139,-130.084
47.5,83.5,-116.085,-41.7006,-130.188
47.5,84.5,-125.789,-41.5909,-130.289
47.5,85.5,-135.438,-41.485,-130.389
47.5,86.5,-145.037,-41.3833,-130.488
47.5,87.5,-154.588,-41.2862,-130.585
47.5,88.5,-164.092,-41.1941,-130.68
47.5,89.5,-169.604,-41.1072,-130.775
47.5,90.5,-170.005,-41.0261,-130.868
47.5,91.5,-170.374,-40.951,-130.96
47.5,92.5,-170.717,-40.8823,-131.051
47.5,93.5,-171.036,-40.8203,-131.14
47.5,94.5,-171.334,-40.7653,-131.229
47.5,95.5,-171.615,-40.7175,-131.317
47.5,96.5,-171.878,-40.6774,-131.404
47.5,97.5,-172.128,-40.645,-131.489
47.5,98.5,-172.364,-40.6205,-131.574
47.5,99.5,-172.588,-40.6042,-131.659
48.5,0.5,-281.736,-178.524,-59.4999
48.5,1.5,-281.822,-177.854,-59.5085
48.5,2.5,-281.994,-177.177,-59.5257
48.5,3.5,-282.252,-176.495,-59.5514
48.5,4.5,-282.595,-175.806,-59.5856
